CS1(0+068)		
24.94	10.9	
24.95	10.35	
28.7	10.71	
28.8	10.11	
31.89	10.65	
31.99	10	
34.81	10	
34.87	10.64	
37.07	10.7	
37.17	10.02	
40	10.81	
40.1	10.32	
42.14	11.2	
42.14	11	
43.57	11.35	
43.59	11.15	
45.04	11.42	
45.05	11.28	
46.13	11.7	水
47.38	12.01	
48.74	12.31	河口
50.03	12.75	
51.32	13.07	
52.4	13.12	
53.99	13.15	
55.91	13.81	
57.76	14.62	
60.39	14.63	
63.02	14.63	
65.61	15.6	
70.8	15.62	
74.4	15.65	
CS24(2+355)		
-52.7	14.68	
-45.93	14.67	
-40.55	14.69	
-36.4	14.73	
-31.85	14.75	
-28.55	14.74	
-22.91	14.67	
-16.07	14.51	
-10.62	14.35	
-6.16	14.09	
-2.19	13.85	
0	13.79	河口
1.86	12.98	
3.32	12.62	
5.58	12.45	
8.17	12.25	
8.93	11.96	
9.97	11.8	
10.94	11.6	水
13.12	11.02	
13.14	10.77	
14.93	10.6	
14.93	11	
16.93	11	
16.97	10.5	
18.93	11.02	
18.97	10.5	
21.6	11.02	
21.6	10.4	
22.6	11	
22.6	10.4	
24.6	11	
24.6	10.5	
26.6	11.01	
26.6	10.6	
29.39	10.68	
29.41	11.03	
30.61	11.6	水
31.85	11.93	
32.41	12.86	
33.15	13.56	河口
34.6	13.62	
35.84	13.72	
37.45	13.74	
40.12	13.88	
41.11	13.89	
41.87	13.95	
43.65	13.98	
45.98	14.01	
50.34	13.97	
54.68	13.96	
61.56	14.03	
66.84	14.02	
71.17	14.03	
76.25	14.08	
81.92	13.76	
