68,-51.46,15.83
68,-45.01,15.83
68,-38.9,15.81
68,-30.92,15.8
68,-23.9,15.77
68,-18.22,15.76
68,-13.61,15.74
68,-9.44,15.81
68,-8.4,15.85
68,-6.9,15.99
68,-5.71,15.97
68,-4.66,15.97
68,-2.13,15.98
68,-1.36,15.74
68,0,15.51
68,1.48,14.67
68,3.28,13.47
68,5.59,12.64
68,6.73,11.7
68,7.89,11.45
68,7.91,11.25
68,9.67,11.31
68,9.71,10.9
68,10.64,11.26
68,10.71,10.39
68,11.72,11.26
68,11.73,10.36
68,13.09,10.01
68,13.1,11.4
68,14.27,10.01
68,14.29,11.4
68,15.38,11.5
68,15.4,10.03
68,16.63,11.52
68,16.68,10.18
68,18.09,11.45
68,18.12,10.6
68,20.17,11.44
68,20.18,11.26
68,21.31,11.7
68,22.95,12.42
68,25.05,13.94
68,26.44,14.97
68,27.47,15.44
68,29.17,15.54
68,31.2,15.55
68,34.75,15.44
68,37.49,15.21
68,39.52,15.22
68,41.26,15.31
68,46.57,15.35
68,51.06,15.35
68,55.52,15.41
68,57.8,15.61
68,60.2,15.63
68,62.63,16.3
68,66,16.28
68,67.29,15.89
68,69.38,15.83
68,71.64,15.84
68,74.31,15.86
68,77.38,15.88
153,-51.38,15.63
153,-45.94,15.64
153,-41.34,15.63
153,-37.31,15.62
153,-33.04,15.61
153,-26.07,15.59
153,-20.08,15.57
153,-18.32,15.33
153,-16.55,15.33
153,-15.15,15.38
153,-12.98,15.52
153,-8.4,15.76
153,-1.6,15.74
153,-0.64,15.68
153,0,15.45
153,0.41,15.27
153,1.37,14.59
153,3.21,13.66
153,4.98,12.72
153,6.37,11.97
153,8.23,11.68
153,9.13,10.73
153,9.14,11.41
153,10.17,10.77
153,10.2,11.31
153,10.96,10.73
153,10.97,11.31
153,11.98,11.16
153,11.99,10.4
153,13.36,10.16
153,13.36,11.4
153,14.54,10.01
153,14.55,11.44
153,15.64,11.5
153,15.66,10.03
153,16.89,11.52
153,16.94,10.18
153,18.35,11.45
153,18.38,10.6
153,19.45,11.42
153,19.46,11.24
153,20.29,11.66
153,22.14,12.66
153,24.8,13.89
153,26.64,14.61
153,28.55,15.88
153,30.85,16.02
153,36.96,16.02
153,41.07,16.14
153,44.56,16.17
153,49.25,16.18
153,52.91,16.15
153,56.2,16.19
153,58.67,16.24
153,60.06,16.44
153,60.79,16.68
153,63.73,16.68
153,64.42,16.6
153,65.13,16.03
153,66.28,16.04
153,66.96,16.04
153,70.22,16.06
153,74.08,16.07
153,77.2,16.09
153,81.55,16.09
241,-50.37,15.13
241,-44.16,15.13
241,-39.02,15.14
241,-34.42,15.12
241,-30.82,15.16
241,-26.85,15.14
241,-23.85,15.07
241,-18.28,15.1
241,-13.86,15.08
241,-9.64,15.11
241,-6.62,15.1
241,-5.11,15.45
241,-3.47,15.38
241,-1.87,15.26
241,0,15.15
241,1.32,14.36
241,3.26,13.55
241,5.1,12.51
241,6.17,11.95
241,7.16,11.73
241,8,11.53
241,8.02,11.27
241,9.3,11.1
241,9.32,11.4
241,11.21,11.3
241,11.23,11
241,12.91,10.85
241,12.92,11.2
241,14.49,10.85
241,14.49,11.2
241,16.34,11.1
241,16.35,11.3
241,17.83,11.4
241,17.84,11.25
241,18.98,11.73
241,20.14,12.4
241,22.37,13.21
241,24.41,14.27
241,28.13,15.8
241,29.77,15.87
241,31.37,15.93
241,34.01,15.94
241,36.58,15.3
241,39.85,15.26
241,43.92,15.35
241,47.33,15.45
241,51.9,16.13
241,53.35,16.38
241,57.04,16.36
241,58.27,16.1
241,62.08,16.1
241,63.99,16.14
241,68.72,16.17
241,73.93,16.19
241,77.71,16.21
241,81.27,16.22
343,-58.36,14.82
343,-52.03,14.81
343,-46.83,14.79
343,-40.57,14.78
343,-34.99,14.76
343,-31.23,14.77
343,-28.36,14.79
343,-27.4,14.79
343,-26.88,14.32
343,-26.57,14.12
343,-26.2,14.12
343,-25.4,14.59
343,-25.19,14.79
343,-18.74,14.82
343,-12.2,14.8
343,-6.39,14.75
343,-3.32,14.32
343,0,14.02
343,1.51,13.35
343,3.3,12.33
343,4.84,11.7
343,6.06,11.52
343,6.07,10.76
343,6.84,10.6
343,6.84,11.4
343,7.84,10.5
343,7.84,11.3
343,8.84,10.3
343,8.84,11.2
343,11.7,11
343,11.71,10
343,15.22,11
343,15.23,10
343,17.51,11.2
343,17.51,10.3
343,18.51,11.3
343,18.51,10.81
343,19.49,11
343,19.51,11.4
343,20.55,11.47
343,20.56,11.35
343,21.51,11.7
343,23.62,12.17
343,26.29,13.36
343,28.03,14.36
343,30.32,14.92
343,32.27,14.9
343,33.54,14.99
343,35.74,15.44
343,37.84,15.35
343,42.2,15.37
343,46.29,14.57
343,48.42,14.61
343,50.95,15.27
343,51.13,15.28
343,54.03,15.29
343,54.87,14.96
343,56.61,14.79
343,57.75,14.77
343,60.37,14.76
343,64.6,14.78
343,68.27,14.81
343,72.52,14.83
445,-50.55,15.54
445,-43.62,15.53
445,-38.72,15.52
445,-33.73,15.53
445,-28.93,15.51
445,-26,15.5
445,-23.91,15.13
445,-21.49,15.12
